ID,Country or Subregion,Serotype,Year,In / Out of Subregions,EW,(C/TC) x100 (e),(SD/D) x100 (e),CFR (f),Confirmed,Deaths,Epidemiological Week (a),Incidence Rate (c),Population X 1000,Severe Dengue (d),Total of Dengue Cases (b)
6,Antigua and Barbuda,  ,2017,Out,53,0,0,0,0,0,52,1.05,95,0,1
6,Bermuda,  ,2022,Out,53,,,,0,0,48,0,72,0,0
5,Dominican Republic,DEN 2,2017,Out,53,1.320616288,6.456346295,0.22,18,3,52,12.66,10767,88,1363
6,Guadeloupe,"DEN 2,4",2014,Out,53,62.84896206,0.572655691,0,878,0,48,298.5,468,8,1397
6,Jamaica,DEN 4,2015,Out,53,15.90909091,0,0,14,0,52,3.13,2813,0,88
6,Jamaica,DEN 3,2018,Out,53,2.839756592,7.403651116,1.318,28,13,52,34.01,2899,73,986
6,Curaçao,  ,2024,Out,53,87.02290076,0,0,228,0,12,172.37,152,0,262
6,Aruba,DEN 1,2014,Out,53,8.5,0,0,34,0,48,360.36,111,0,400
2,Panama,"DEN 1,2,3",2016,Out,53,34.49506614,0.304429981,0.094,3286,9,52,238.75,3990,29,9526
6,Antigua and Barbuda,DEN 3,2019,Out,53,2.943581357,0,0,36,0,48,"1,187.38",103,0,1223
3,Bolivia,DEN 4,2014,Out,53,14.7799412,1.619019215,0,3469,0,53,216.36,10848,380,23471
3,Bolivia,"DEN 1,3",2017,Out,53,9.241156908,0.665121435,0.02,917,2,52,89.78,11052,66,9923
3,Colombia,"DEN 1,2,3,4",2015,Out,53,40.93048816,1.473393887,0.161,39475,155,52,194.72,49529,1421,96444
5,Dominican Republic,DEN 1,2020,Out,53,11.42785066,6.180625631,0.908,453,36,53,36.42,10883,245,3964
6,Guadeloupe,  ,2017,Out,53,0.185185185,0,0,1,0,46,120,450,0,540
6,Guadeloupe,"DEN 1,2,3",2020,Out,53,1.453083939,0.01545834,0.01,282,2,53,"4,322.27",449,3,19407
6,Jamaica,  ,2021,Out,53,5.208333333,0,0,5,0,52,3.23,2973,0,96
6,Aruba,  ,2022,Out,53,18.18181818,0,0,2,0,52,9.09,121,0,11
2,Panama,"DEN 1,2,3,4",2024,Out,53,70.31221472,0.438196093,0.164,3851,9,16,122.89,4457,24,5477
6,Saint Barthelemy,DEN 2,2024,Out,53,0,0,0,0,0,16,"1,728.57",7,0,121
6,Saint Kitts and Nevis,  ,2014,Out,53,12,0,0,9,0,53,144.23,52,0,75
6,Saint Martin,DEN 4,2016,Out,53,1.142857143,0,0,4,0,49,"1,093.75",32,0,350
6,Suriname,DEN 2,2014,Out,53,17.39130435,0,0,4,0,53,4.23,544,0,23
6,Suriname,  ,2015,Out,53,40,0,0,6,0,52,2.74,548,0,15
6,Suriname,  ,2018,Out,53,0.81300813,0,0,1,0,52,21.65,568,0,123
6,Suriname,  ,2021,Out,53,80,0,0,8,0,51,1.69,592,0,10
6,Trinidad and Tobago,"DEN 1,4",2014,Out,53,12.16216216,0,0,18,0,53,11.01,1344,0,148
6,Turks and Caicos Islands,  ,2018,Out,53,0,0,0,0,0,52,7.14,28,0,2
6,Turks and Caicos Islands,  ,2021,Out,53,100,0,0,4,0,44,7.02,57,0,4
6,Turks and Caicos Islands,DEN 3,2024,Out,53,39.18918919,0,0,29,0,12,129.82,57,0,74
1,United States of America,  ,2014,Out,53,100,0,0,668,0,53,0.21,322583,0,668
1,United States of America,  ,2017,Out,53,100,1.986754967,0,453,0,52,0.14,324460,9,453
6,Virgin Islands (US),  ,2022,Out,53,,,,0,0,52,0,106,0,0
3,Venezuela,"DEN 1,2,3,4",2022,Out,53,22.71890613,0.376895433,0.158,2592,18,52,39.75,28705,43,11409
2,Central America Ithsmus and Mexico,  ,2018,In,53,12.97888613,1.322224025,0.05,22400,87,-,96.09,179612,2282,172588
6,Saint Kitts and Nevis,DEN 3,2020,Out,53,10,0,0,2,0,53,45.45,44,0,20
6,Saint Kitts and Nevis,"DEN 2,3",2023,Out,53,100,0,0.352,284,1,52,525.93,54,0,284
6,Saint Lucia,  ,2017,Out,53,100,0,0,66,0,52,40,165,0,66
6,Saint Lucia,"DEN 2,3",2020,Out,53,100,0,0.228,1318,3,53,732.22,180,0,1318
6,Saint Lucia,  ,2021,Out,53,100,0,0,39,0,52,23.35,167,0,39
6,Saint Lucia,DEN 2,2023,Out,53,100,0,0,60,0,52,35.93,167,0,60
6,Saint Lucia,  ,2024,Out,53,100,0,0,5,0,17,2.99,167,0,5
6,Saint Martin,"DEN 1,2",2019,Out,53,24.61538462,0,0,64,0,50,812.5,32,0,260
6,Saint Martin,  ,2022,Out,53,0,0,0,0,0,49,106.06,33,0,35
6,Saint Vincent and the Grenadines,  ,2017,Out,53,66.66666667,0,0,2,0,52,2.94,102,0,3
6,Saint Vincent and the Grenadines,DEN 3,2020,Out,53,100,0.499064255,0.499,1603,8,53,"1,457.27",110,8,1603
6,Saint Vincent and the Grenadines,  ,2023,Out,53,100,0,0,15,0,44,14.85,101,0,15
6,"Bonaire, Saint Eustatius and Saba",  ,2017,Out,53,,,,,,-,,26,,
6,"Bonaire, Saint Eustatius and Saba",  ,2018,Out,53,,,,0,0,52,0,26,0,0
2,Nicaragua,"DEN 1,2,3,4",2014,Out,53,5.448129852,0,0,1930,0,53,574.24,6169,0,35425
2,Nicaragua,DEN 2,2016,Out,53,7.478832958,,0.018,6616,16,52,"1,438.42",6150,,88463
2,Nicaragua,DEN 2,2017,Out,53,3.880269502,,0.003,2511,2,52,"1,040.72",6218,,64712
2,Nicaragua,DEN 2,2020,Out,53,2.333512502,0.129742554,0.002,1259,1,53,858.44,6285,70,53953
4,Paraguay,"DEN 1, 2",2017,Out,53,33.62445415,0,0,616,0,52,26.9,6811,0,1832
4,Paraguay,"DEN 1,2,4",2020,Out,53,27.74575256,0.074626199,0.034,62090,75,53,"3,244.63",6897,167,223782
4,Paraguay,"DEN 1,2",2023,Out,53,23.62692989,0,0.038,14936,24,52,836.85,7554,0,63216
3,Peru,"DEN 1,2,3,4",2016,Out,53,53.51763525,0.389105058,0.116,17055,37,52,100.3,31774,124,31868
5,Puerto Rico,  ,2016,Out,53,100,0,0,168,0,52,4.56,3681,0,168
5,Puerto Rico,  ,2019,Out,53,100,0,0,37,0,52,1.01,3659,0,37
5,Puerto Rico,"DEN 1,2,3",2022,Out,53,87.68328446,4.398826979,0.293,897,3,52,36.17,2828,45,1023
6,Saint Barthelemy,DEN 1,2016,Out,53,76.92307692,0,0,60,0,51,866.67,9,0,78
6,Martinique,"DEN 1,2,4",2014,Out,53,42.26190476,0.654761905,0.119,710,2,48,414.81,405,11,1680
6,Martinique,DEN 2,2017,Out,53,7.079646018,0,0,8,0,46,29.35,385,0,113
6,Martinique,"DEN 1,2,3",2020,Out,53,37.89122785,0.145070683,0.052,12276,17,53,"8,415.06",385,47,32398
6,Guyana,  ,2016,Out,53,100,0,0,303,0,52,39.3,771,0,303
6,Guyana,  ,2019,Out,53,100,0,0,230,0,24,29.41,782,0,230
2,Honduras,"DEN 2,3,4",2014,Out,53,,5.400790588,0.012,,5,53,517.53,8261,2309,42753
2,Honduras,"DEN 1,2,4",2022,Out,53,,1.720803568,0.036,,9,52,251.78,10063,436,25337
6,Jamaica,  ,2024,Out,53,0,0,0,0,0,15,38.11,2973,0,1133
6,Martinique,DEN 2,2023,Out,53,5.657527004,0.196389455,0.045,749,6,52,"3,530.40",375,26,13239
2,Mexico,"DEN 1,2,3,4",2024,Out,53,19.41335392,0.607453896,0.023,11569,14,17,45.04,132308,362,59593
6,Montserrat,DEN 2,2014,Out,53,5.882352941,0,0,1,0,53,340,5,0,17
6,Montserrat,  ,2017,Out,53,,,,0,0,52,0,5,0,0
6,Montserrat,  ,2020,Out,53,,,,0,0,10,0,5,0,0
6,Suriname,  ,2017,Out,53,0,0,0,0,0,52,0.18,563,0,1
6,Saint Kitts and Nevis,  ,2017,Out,53,10,0,0,1,0,52,18.87,53,0,10
5,Dominican Republic,"DEN 1,2,3",2023,Out,53,2.977977978,0.682825683,0.222,833,62,52,255.36,10954,191,27972
2,El Salvador,"DEN 1,2,3",2015,Out,53,19.92864119,0.727540912,0.012,9998,6,52,780.72,6426,365,50169
2,El Salvador,DEN 2,2018,Out,53,9.339488636,1.870265152,0.095,789,8,52,131.75,6412,158,8448
6,French Guiana,"DEN 1,2",2016,Out,53,1.724137931,0,0,9,0,51,189.13,276,0,522
6,Grenada,  ,2015,Out,53,100,0,0,25,0,52,22.52,111,0,25
6,Dominica,  ,2023,Out,53,,,,,,-,,75,,
5,Dominican Republic,"DEN 1,2,4",2014,Out,53,,6.758049091,0.988,,62,53,59.59,10529,424,6274
6,Grenada,  ,2018,Out,53,100,0,0,463,0,52,428.7,108,0,463
6,Grenada,  ,2021,Out,53,100,0,0,230,0,48,201.75,114,0,230
6,Grenada,  ,2024,Out,53,0,0.793650794,0,0,0,17,110.53,114,1,126
6,"Bonaire, Saint Eustatius and Saba",  ,2014,Out,53,,,,,,-,,225,,
6,Guadeloupe,"DEN 1,2",2023,Out,53,7.624882989,0.382946132,0.06,896,7,52,"2,937.75",400,45,11751
2,Guatemala,"DEN 1,2,3,4",2015,Out,53,6.800310112,0.276885591,0.05,1228,9,52,111.09,16255,50,18058
2,Guatemala,"DEN 1,2,3,4",2016,Out,53,3.731343284,0.53143374,0.011,330,1,52,53.04,16673,47,8844
4,Brazil,"DEN 1,2,3,4",2023,Out,53,45.6282399,0.052314343,0.038,1409465,1179,52,"1,443.51",213993,1616,3089019
2,Belize,  ,2014,Out,53,10.2164831,5.65894417,0,269,0,53,754.44,349,149,2633
2,Belize,  ,2022,Out,53,3.75984252,0,0,191,0,52,"1,279.60",397,0,5080
6,Virgin Islands (UK),  ,2023,Out,53,100,0,0,7,0,52,18.42,38,0,7
1,Canada,  ,2016,Out,53,,,,0,0,52,,0,0,0
2,Guatemala,"DEN 1,2,3,4",2019,Out,53,2.833518401,0.224064086,0.131,1429,66,52,292.44,17245,113,50432
6,Antigua and Barbuda,DEN 3,2020,Out,53,2.948402948,0,0,12,0,36,395.15,103,0,407
4,Brazil,"DEN 1,2,3,4",2020,Out,53,52.14996231,0.056436255,0.038,765114,554,53,703.68,208495,828,1467142
6,Antigua and Barbuda,"DEN 1,2,3",2023,Out,53,13.77952756,0,0,35,0,52,256.57,99,0,254
6,Cayman Islands,  ,2024,Out,53,100,0,0,3,0,9,4.76,63,0,3
4,Chile,  ,2014,Out,53,100,0,0,30,0,53,0.17,17773,0,30
4,Chile,  ,2022,Out,53,,,,0,0,52,0,19212,0,0
3,Colombia,"DEN 1,2,3",2019,Out,53,29.80408144,1.102286893,0.068,38016,87,52,257.87,49465,1406,127553
3,Colombia,"DEN 1,2,3,4",2022,Out,53,68.15545995,1.972747025,0.069,47366,48,52,135.56,51266,1371,69497
2,Costa Rica,"DEN 1,2,3",2016,Out,53,0,0.09005532,0,0,0,52,480.11,4857,21,23319
2,Costa Rica,"DEN 1,2",2019,Out,53,3.882978723,0.117021277,0,365,0,52,189.78,4953,11,9400
5,Cuba,  ,2014,Out,53,100,0,0,2522,0,53,22.4,11259,0,2522
5,Cuba,"DEN 1,2,3,4",2022,Out,53,100,0.592885375,0.033,3036,1,26,26.83,11317,18,3036
4,Argentina,"DEN 1,4",2016,Out,53,51.86709458,0.037757221,0.013,41211,10,52,181.21,43847,30,79455
4,Argentina,"DEN 1,4",2019,Out,53,53.41614907,0.279503106,0,1720,0,52,7.21,44689,9,3220
4,Argentina,"DEN 1,2",2022,Out,53,100,0.533333333,0,750,0,50,1.64,45606,4,750
6,Bahamas,  ,2015,Out,53,30,0,0,3,0,52,2.58,388,0,10
6,Antigua and Barbuda,DEN 2,2016,Out,53,2.912621359,0,0,3,0,52,109.57,94,0,103
3,Colombia,"DEN 1,2,3,4",2016,Out,53,45.34826166,0.889958026,0.059,45809,60,52,207.62,48654,899,101016
3,Colombia,"DEN 1,2,3",2018,Out,53,9.064138316,1.173452315,0.051,4063,23,52,90.62,49465,526,44825
1,Canada,  ,2019,Out,53,,,,0,0,52,,0,0,0
6,Barbados,DEN1,2015,Out,53,24.25447316,0.198807157,0.199,122,1,52,172.85,291,1,503
6,Barbados,"DEN 1,2,3",2023,Out,53,81.71206226,0,0,630,0,52,255.3,302,0,771
6,Bermuda,  ,2015,Out,53,,,,0,0,52,0,70,0,0
6,Bermuda,  ,2016,Out,53,0,0,0,0,0,52,2.82,71,0,2
6,Bermuda,  ,2018,Out,53,,,,0,0,52,0,71,0,0
6,Bermuda,  ,2019,Out,53,100,0,0,2,0,44,2.82,71,0,2
3,Andean Subregion,  ,2024,In,53,66.24441422,0.514713575,0.064,221624,215,-,292.58,114346,1722,334555
1,North America,  ,2017,In,53,100,1.986754967,0,453,0,-,0.14,324460,9,453
7,The Americas,  ,2020,In,53,43.2844449,0.266227528,0.044,1009324,1031,-,238.86,976246,6208,2331840
3,Bolivia,"DEN 1,2",2020,Out,53,13.18221416,0.62507297,0.037,14678,41,53,992.75,11216,696,111347
6,Virgin Islands (UK),  ,2020,Out,53,100,0,0,44,0,44,157.14,28,0,44
6,Virgin Islands (US),  ,2016,Out,53,100,0,0,11,0,52,10.68,103,0,11
6,Virgin Islands (US),  ,2019,Out,53,,,,0,0,52,0,105,0,0
4,Uruguay,DEN 1,2016,Out,53,100,0,0,19,0,52,0.55,3444,0,19
4,Uruguay,  ,2019,Out,53,,,,0,0,52,0,3470,0,0
3,Venezuela,"DEN 1,2,3,4",2016,Out,53,19.92961596,0.392920596,0.133,5833,39,52,92.86,31519,115,29268
3,Venezuela,"DEN 1,2,3",2019,Out,53,5.494848579,0.437090228,0.144,880,23,52,49.46,32381,70,16015
1,North America,  ,2015,In,53,100,0.634920635,0,945,0,-,0.29,325128,6,945
4,Southern Cone,  ,2020,In,53,50.59901331,0.061818151,0.037,885632,648,-,621.23,281748,1082,1750295
1,North America,  ,2018,In,53,100,1.812688822,0,331,0,-,0.1,326767,6,331
3,Andean Subregion,  ,2021,In,53,65.79780261,0.89083311,0.08,90849,111,-,96.52,143051,1230,138073
6,Non-Latin Caribbean,  ,2018,In,53,29.95124924,2.224253504,0.396,983,13,-,16.53,19855,73,3282
5,Latin Caribbean,  ,2022,In,53,26.49733881,2.304116419,0.29,3933,43,-,59.14,25099,342,14843
2,Central America Ithsmus and Mexico,  ,2015,In,53,11.00351723,1.744349067,0.02,44737,81,-,236.45,171944,7092,406570
4,Southern Cone,  ,2023,In,53,47.36337687,0.057180807,0.039,1554736,1278,-,"1,132.51",289850,1877,3282570
3,Andean Subregion,  ,2022,In,53,66.59206303,0.974140985,0.093,124073,173,-,130.25,143051,1815,186318
6,Non-Latin Caribbean,  ,2015,In,53,23.63707674,0.013073604,0.052,1808,4,-,39.82,19211,1,7649
7,The Americas,  ,2015,In,53,26.77319197,0.518005088,0.056,646375,1355,-,252.72,955297,12506,2414262
4,Southern Cone,  ,2015,In,53,29.46001915,0.092018111,0.05,507445,868,-,628.19,274199,1585,1722487
7,The Americas,  ,2017,In,53,27.64521994,0.235087993,0.039,230369,328,-,85.89,970158,1959,833305
7,The Americas,  ,2023,In,53,44.47863243,0.172833473,0.053,2046187,2418,-,462.71,994235,7951,4600382
6,Antigua and Barbuda,"DEN 1,4",2014,Out,53,45.94594595,0,0,17,0,53,40.66,91,0,37
3,Peru,"DEN 1,2",2021,Out,53,77.64338191,0.290213906,0.079,38258,39,52,147.71,33359,143,49274
6,Saint Barthelemy,DEN 1,2021,Out,53,,0,0,,0,11,"1,000.00",7,0,70
6,French Guiana,"DEN 1,2,3",2024,Out,53,62.75060457,0,0.039,8044,5,16,"4,189.22",306,0,12819
2,Costa Rica,"DEN 1,2,3,4",2022,Out,53,7.428189713,0,0,556,0,52,145.65,5139,0,7485
6,Montserrat,  ,2022,Out,53,11.11111111,0,0,1,0,52,180,5,0,9
2,Panama,"DEN 1,2",2022,Out,53,67.33478698,0.176115398,0.042,8029,5,52,271.12,4398,21,11924
2,Central America Ithsmus and Mexico,  ,2021,In,53,9.333813658,1.230977401,0.048,10623,55,-,62.63,181716,1401,113812
1,North America,  ,2023,In,53,100,0,0,156,0,-,0.05,332915,0,156
3,Andean Subregion,  ,2016,In,53,41.81612577,0.593204502,0.068,87269,142,-,149.9,139220,1238,208697
4,Southern Cone,  ,2018,In,53,36.53762497,0.065655386,0.035,181421,175,-,174.76,284121,326,496532
6,Non-Latin Caribbean,  ,2024,In,53,33.39305003,0.010538241,0.026,12675,10,-,433.3,8760,4,37957
6,Non-Latin Caribbean,  ,2021,In,53,34.97880665,0,0,5364,0,-,75.05,20433,0,15335
3,Andean Subregion,  ,2019,In,53,24.88974904,0.940702433,0.095,47070,179,-,132.73,142477,1779,189114
2,Central America Ithsmus and Mexico,  ,2024,In,53,16.06516333,0.477739551,0.036,18865,42,-,63.83,183972,561,117428
5,Latin Caribbean,  ,2023,In,53,6.075854043,0.86602314,0.212,1775,62,-,116.4,25099,253,29214
4,Uruguay,  ,2021,Out,53,3.846153846,0,0,2,0,52,1.49,3485,0,52
1,United States of America,  ,2020,Out,53,100,0,0,307,0,53,0.09,326767,0,307
6,Barbados,  ,2021,Out,53,29.6875,,0,133,0,52,148.34,302,,448
3,Peru,"DEN 1,2,3",2024,Out,53,69.59863217,0.276904655,0.082,120897,142,16,520.72,33359,481,173706
6,Cayman Islands,DEN 3,2016,Out,53,1.333333333,0,0,2,0,52,263.16,57,0,150
2,El Salvador,  ,2021,Out,53,0.64325452,0.226008345,0,37,0,52,88.23,6519,13,5752
6,Haiti,  ,2019,Out,53,,,0,,0,49,0.84,11113,,93
4,Paraguay,"DEN 1,2,4",2014,Out,53,25.97363691,0.049930098,0.05,2601,5,53,144.75,6918,5,10014
3,Ecuador,"DEN 1,2",2021,Out,53,100,0.383644134,0.092,20592,19,52,115.12,17888,79,20592
6,Barbados,  ,2018,Out,53,0,0,0,0,0,52,23.43,286,0,67
2,El Salvador,"DEN 1,3,4",2024,Out,53,1.492537313,0.11055832,0,27,0,16,27.75,6519,2,1809
4,Uruguay,"DEN 1,2",2024,Out,53,100,0,0.223,449,1,17,12.88,3485,0,449
5,Latin Caribbean,  ,2020,In,53,43.23379924,4.383735705,0.572,2722,36,-,24.19,26031,276,6296
5,Latin Caribbean,  ,2017,In,53,48.48716967,4.098046725,0.115,1266,3,-,10.08,25915,107,2611
1,North America,  ,2020,In,53,100,0,0,307,0,-,0.09,326767,0,307
4,Southern Cone,  ,2021,In,53,42.04376778,0.037234229,0.024,418922,243,-,344.16,289516,371,996395
2,Belize,DEN 3,2016,Out,53,2.670176758,,,71,,52,730.49,364,,2659
4,Brazil,"DEN 1,2",2021,Out,53,42.45669285,0.038032792,0.025,414154,239,52,455.84,213993,371,975474
6,Dominica,  ,2018,Out,53,2.222222222,0,0,1,0,52,60.81,74,0,45
6,Virgin Islands (UK),  ,2017,Out,53,100,0,0,67,0,48,191.43,35,0,67
5,Cuba,  ,2023,Out,53,,,,,,-,,11317,,
6,Sint Maarten,  ,2021,Out,53,,,,,,-,,45,,
6,Curaçao,  ,2022,Out,53,,,,,,-,,152,,
6,Trinidad and Tobago,  ,2022,Out,53,5.769230769,0,0,3,0,52,3.71,1403,0,52
4,Chile,DEN 2,2020,Out,53,100,0,0,9,0,53,0.05,18197,0,9
6,Saint Martin,DEN 2,2024,Out,53,0,0,0,0,0,16,"1,421.21",33,0,469
1,Canada,  ,2022,Out,53,,,,0,0,52,,0,0,0
6,Cayman Islands,  ,2022,Out,53,50,0,0,1,0,44,3.17,63,0,2
6,Haiti,  ,2022,Out,53,0.060313631,0,0,2,0,26,28.73,11542,0,3316
1,United States of America,  ,2023,Out,53,100,0,0,156,0,52,0.05,332915,0,156
4,Brazil,"DEN 1,2,3,4",2015,Out,53,30.38020434,0.095148113,0.052,500972,863,52,809.7,203657,1569,1649008
6,Saint Lucia,  ,2018,Out,53,100,0,0,90,0,52,50,180,0,90
2,Belize,"DEN 1,2,3",2019,Out,53,61.30363036,2.99779978,0,2229,0,52,941.97,386,109,3636
5,Cuba,"DEN 2,3",2017,Out,53,100,1.522435897,0,1248,0,52,10.87,11485,19,1248
6,Dominica,  ,2021,Out,53,,,,0,0,52,0,75,0,0
4,Brazil,"DEN 1,2,3,4",2018,Out,53,38.24444223,0.069864122,0.035,176814,160,52,219.25,210868,323,462326
6,Saint Lucia,  ,2015,Out,53,100,0,0,25,0,52,15.24,164,0,25
6,Guyana,  ,2021,Out,53,100,0,0,4380,0,52,554.43,790,0,4380
2,Mexico,"DEN 1,2,3,4",2022,Out,53,21.14723455,0.6842685,0.088,12671,53,52,46,130262,410,59918
3,Bolivia,"DEN 1,2",2023,Out,53,15.25890773,0.467552018,0.056,23922,88,52,"1,324.89",11833,733,156774
6,Bahamas,  ,2023,Out,53,100,0,0.412,243,1,52,61.21,397,0,243
6,Anguilla,  ,2021,Out,53,,,,,,-,,18,,
6,Saint Vincent and the Grenadines,  ,2014,Out,53,8.547008547,0,0,10,0,53,113.59,103,0,117
6,Aruba,  ,2020,Out,53,36.36363636,0,0,4,0,48,10.38,106,0,11
5,Cuba,"DEN 1,2",2020,Out,53,100,0.070521862,,1418,,26,12.34,11489,1,1418
6,Saint Barthelemy,  ,2018,Out,53,,,,0,0,51,0,9,0,0
6,Cayman Islands,"DEN 2,3,4",2019,Out,53,20.30075188,0,0,27,0,48,221.67,60,0,133
2,Panama,"DEN 1,3",2019,Out,53,52.32377601,0.196667012,0.062,5055,6,52,232.07,4163,19,9661
6,Sint Maarten,  ,2024,Out,53,99.13043478,0,0,114,0,12,255.56,45,0,115
6,Guadeloupe,  ,2015,Out,53,19.90049751,0,0,40,0,52,42.77,470,0,201
2,Honduras,DEN 2,2017,Out,53,0,2.415181139,0,0,0,52,56.31,9265,126,5217
6,Martinique,  ,2015,Out,53,12.07729469,0,0,25,0,52,50.99,406,0,207
3,Peru,"DEN 2,4",2018,Out,53,,0.937950938,0.216,,15,52,21.29,32552,65,6930
6,Aruba,  ,2017,Out,53,1.326412918,0,,23,,52,"1,507.83",115,0,1734
4,Chile,"DEN 1,3",2017,Out,53,100,0,0,10,0,38,0.06,18055,0,10
6,Virgin Islands (US),  ,2014,Out,53,100,0,0,19,0,53,18.27,104,0,19
6,Guyana,  ,2024,Out,53,24.26298549,0,0.016,3111,2,18,"1,623.04",790,0,12822
2,Honduras,"DEN 1,2",2020,Out,53,0.297855441,7.092930898,0.04,75,10,53,274.95,9158,1786,25180
3,Ecuador,  ,2024,Out,53,100,0.41122296,0.116,23345,27,16,130.51,17888,96,23345
6,Virgin Islands (US),  ,2017,Out,53,100,0,0,1,0,52,0.98,102,0,1
2,Mexico,"DEN 1,2,3,4",2019,Out,53,16.15224728,1.326091977,0.157,43362,421,52,205.31,130759,3560,268458
6,Virgin Islands (UK),  ,2014,Out,53,28.87029289,0,0,69,0,53,724.24,33,0,239
5,Dominican Republic,"DEN 2,3,4",2015,Out,53,0,10.87517597,0.628,0,107,52,160.05,10652,1854,17048
6,Turks and Caicos Islands,  ,2015,Out,53,100,0,0,331,0,52,662,50,0,331
6,Guyana,  ,2018,Out,53,100,0,0,286,0,40,36.57,782,0,286
6,Curaçao,  ,2019,Out,53,,,,0,0,47,0,162,0,0
6,Montserrat,  ,2019,Out,53,0,0,0,0,0,44,20,5,0,1
6,Non-Latin Caribbean,  ,2023,In,53,23.31299092,0.113878588,0.036,15968,25,-,335.21,20433,78,68494
2,Central America Ithsmus and Mexico,  ,2020,In,53,12.82758255,1.313644136,0.047,29031,106,-,126.17,179368,2973,226317
5,Latin Caribbean,  ,2014,In,53,17.26634985,2.410047522,0.351,3052,62,-,69.39,25472,426,17676
4,Southern Cone,  ,2014,In,53,37.00566187,0.114825759,0.069,223660,415,-,222.25,271947,694,604394
1,North America,  ,2021,In,53,100,0.877192982,0,114,0,-,0.03,332915,1,114
6,Non-Latin Caribbean,  ,2020,In,53,31.37942951,0.106334902,0.049,23608,37,-,378.92,19855,80,75234
7,The Americas,  ,2018,In,53,28.41298279,0.469136715,0.046,215367,345,-,77.44,978863,3556,757988
7,The Americas,  ,2021,In,53,41.48160637,0.257785768,0.034,526514,437,-,127.86,992730,3272,1269271
7,The Americas,  ,2024,In,53,43.6470622,0.094694907,0.04,2885839,2639,-,700.68,943625,6261,6611760
6,Cayman Islands,  ,2021,Out,53,0,0,0,0,0,28,1.59,63,0,1
6,"Bonaire, Saint Eustatius and Saba",  ,2020,Out,53,,,,0,0,53,0,26,0,0
3,Ecuador,"DEN 1,2,3,4",2015,Out,53,3.383325878,0.131848468,0.019,1437,8,52,261.76,16226,56,42473
6,Anguilla,  ,2018,Out,53,0,0,0,0,0,52,5.88,17,0,1
6,Barbados,  ,2017,Out,53,13.73534338,0,0,82,0,52,204.45,292,0,597
2,Costa Rica,"DEN 1,2,3,4",2024,Out,53,5.375414325,0,0,373,0,13,131.87,5262,0,6939
6,Haiti,  ,2016,Out,53,,,,,,-,,10848,,
1,North America,  ,2024,In,53,100,1.956947162,0,511,0,-,0.15,332915,10,511
4,Southern Cone,  ,2017,In,53,30.93720328,0.055748388,0.028,157049,144,-,180.09,281882,283,507638
2,Central America Ithsmus and Mexico,  ,2023,In,53,15.0356436,0.338181888,0.063,93900,393,-,341.48,182887,2112,624516
6,Cayman Islands,DEN 3,2018,Out,53,8.333333333,0,0,2,0,52,40,60,0,24
6,Trinidad and Tobago,"DEN 1,3",2016,Out,53,0.499722376,0,0,9,0,48,131.94,1365,0,1801
6,Aruba,  ,2019,Out,53,6.603773585,0,0,7,0,44,100,106,0,106
6,Virgin Islands (UK),  ,2021,Out,53,100,0,0,14,0,48,36.84,38,0,14
6,Bermuda,  ,2021,Out,53,,,,0,0,48,0,72,0,0
4,Brazil,"DEN 1,2,3,4",2014,Out,53,37.31119307,0.116566285,0.069,220539,410,53,292.56,202034,689,591080
2,Belize,DEN 2,2017,Out,53,1.905347265,0.12292563,0,31,0,52,438.54,371,2,1627
6,Cayman Islands,"DEN 2,3,4",2015,Out,53,15,0,0,6,0,52,71.43,56,0,40
4,Paraguay,"DEN 1,2,4",2015,Out,53,7.658917439,0.018936083,0.007,5258,5,52,976.14,7033,13,68652
6,Saint Kitts and Nevis,  ,2015,Out,53,20,0,0,1,0,24,9.62,52,0,5
6,Bahamas,"DEN 1,2",2014,Out,53,9.589041096,0,0,14,0,53,38.12,383,0,146
3,Bolivia,"DEN 1,2",2022,Out,53,26.36605416,0.380802708,0.06,4362,10,52,139.81,11833,63,16544
6,Saint Barthelemy,  ,2022,Out,53,1.075268817,0,0,1,0,49,"1,328.57",7,0,93
